site,date,year,rep,elevation (m),bench,transect,meter,lowerlim_zone,girth (mm),depth (mm),sqrt(girth),sqrt(depth),ln(girth),ln(depth),monolayer,myt_type,myt_present,zone,notes,year_zone,refuge_size (over 35mm)
Davenport,4/2/2017,2017,3,0.4,1,3,0.63,,25,65,5,8.062257748,3.218875825,4.17438727,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,3,0.37,1,3,0.66,,11,72,3.31662479,8.485281374,2.397895273,4.276666119,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,3,0.34,1,3,0.69,,20,101,4.472135955,10.04987562,2.995732274,4.615120517,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,3,0.31,1,3,0.72,,22,108,4.69041576,10.39230485,3.091042453,4.682131227,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,3,0.28,1,3,0.75,,14,119,3.741657387,10.90871211,2.63905733,4.779123493,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,3,0.25,1,3,0.78,,25,110,5,10.48808848,3.218875825,4.700480366,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,3,0.22,1,3,0.81,,17,131,4.123105626,11.44552314,2.833213344,4.875197323,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,3,0.19,1,3,0.84,,15,72,3.872983346,8.485281374,2.708050201,4.276666119,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,3,0.16,1,3,0.87,,28,78,5.291502622,8.831760866,3.33220451,4.356708827,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.97,1,4,0,,12,85,3.464101615,9.219544457,2.48490665,4.442651256,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,4,0.949444444,1,4,0.05,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,4,0.928888889,1,4,0.1,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,4,0.908333333,1,4,0.15,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.887777778,1,4,0.2,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.867222222,1,4,0.25,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.846666667,1,4,0.3,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.826111111,1,4,0.35,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.805555556,1,4,0.4,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.785,1,4,0.45,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.764444444,1,4,0.5,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.743888889,1,4,0.55,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.723333333,1,4,0.6,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.702777778,1,4,0.65,,25,60,5,7.745966692,3.218875825,4.094344562,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.690444444,1,4,0.68,,24,68,4.898979486,8.246211251,3.17805383,4.219507705,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.678111111,1,4,0.71,,22,50,4.69041576,7.071067812,3.091042453,3.912023005,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.665777778,1,4,0.74,,21,70,4.582575695,8.366600265,3.044522438,4.248495242,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.653444444,1,4,0.77,,20,35,4.472135955,5.916079783,2.995732274,3.555348061,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.641111111,1,4,0.8,,18,35,4.242640687,5.916079783,2.890371758,3.555348061,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.628777778,1,4,0.83,,29,55,5.385164807,7.416198487,3.36729583,4.007333185,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.616444444,1,4,0.86,,28,127,5.291502622,11.26942767,3.33220451,4.844187086,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,4,0.604111111,1,4,0.89,,25,126,5,11.22497216,3.218875825,4.836281907,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,1.39,1,5,0,,20,40,4.472135955,6.32455532,2.995732274,3.688879454,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,5,1.34,1,5,0.05,,15,64,3.872983346,8,2.708050201,4.158883083,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,5,1.29,1,5,0.1,,14,67,3.741657387,8.185352772,2.63905733,4.204692619,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,5,1.24,1,5,0.15,,17,39,4.123105626,6.244997998,2.833213344,3.663561646,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,5,1.19,1,5,0.2,,11,58,3.31662479,7.615773106,2.397895273,4.060443011,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,5,1.14,1,5,0.25,,,65,,8.062257748,,4.17438727,0,bed,1,bed,pollicipes,2017_bed,
Davenport,4/2/2017,2017,5,1.09,1,5,0.3,,19,40,4.358898944,6.32455532,2.944438979,3.688879454,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,5,1.04,1,5,0.35,,,118,,10.86278049,,4.770684624,0,bed,1,expansion,pollicipes,2017_expansion,
Davenport,4/2/2017,2017,5,0.99,1,5,0.4,,25,84,5,9.16515139,3.218875825,4.430816799,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.93,1,5,0.46,,,45,,6.708203932,,3.80666249,0,bed,1,expansion,pollicipes,2017_expansion,
Davenport,4/2/2017,2017,5,0.89,1,5,0.5,,33,65,5.744562647,8.062257748,3.496507561,4.17438727,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.84,1,5,0.55,,35,74,5.916079783,8.602325267,3.555348061,4.304065093,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.79,1,5,0.6,,26,69,5.099019514,8.306623863,3.258096538,4.234106505,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.74,1,5,0.65,,31,65,5.567764363,8.062257748,3.433987204,4.17438727,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.69,1,5,0.7,,23,65,4.795831523,8.062257748,3.135494216,4.17438727,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.66,1,5,0.73,,20,54,4.472135955,7.348469228,2.995732274,3.988984047,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.63,1,5,0.76,,35,69,5.916079783,8.306623863,3.555348061,4.234106505,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.6,1,5,0.79,,28,75,5.291502622,8.660254038,3.33220451,4.317488114,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.57,1,5,0.82,,13,51,3.605551275,7.141428429,2.564949357,3.931825633,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.54,1,5,0.85,,32,95,5.656854249,9.746794345,3.465735903,4.553876892,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.51,1,5,0.88,,35,81,5.916079783,9,3.555348061,4.394449155,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.48,1,5,0.91,,27,62,5.196152423,7.874007874,3.295836866,4.127134385,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,5,0.45,1,5,0.94,,33,26,5.744562647,5.099019514,3.496507561,3.258096538,1,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,1.64,1,6,0,,19,72,4.358898944,8.485281374,2.944438979,4.276666119,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.591944444,1,6,0.05,,14,52,3.741657387,7.211102551,2.63905733,3.951243719,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.543888889,1,6,0.1,,15,41,3.872983346,6.403124237,2.708050201,3.713572067,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.495833333,1,6,0.15,,20,52,4.472135955,7.211102551,2.995732274,3.951243719,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.447777778,1,6,0.2,,23,46,4.795831523,6.782329983,3.135494216,3.828641396,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.399722222,1,6,0.25,,18,91,4.242640687,9.539392014,2.890371758,4.510859507,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.351666667,1,6,0.3,,24,49,4.898979486,7,3.17805383,3.891820298,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.303611111,1,6,0.35,,19,46,4.358898944,6.782329983,2.944438979,3.828641396,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.255555556,1,6,0.4,,20,52,4.472135955,7.211102551,2.995732274,3.951243719,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.2075,1,6,0.45,,15,69,3.872983346,8.306623863,2.708050201,4.234106505,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,6,1.159444444,1,6,0.5,,18,52,4.242640687,7.211102551,2.890371758,3.951243719,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,1.111388889,1,6,0.55,,15,94,3.872983346,9.695359715,2.708050201,4.543294782,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,1.063333333,1,6,0.6,,24,38,4.898979486,6.164414003,3.17805383,3.63758616,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,1.015277778,1,6,0.65,,20,28,4.472135955,5.291502622,2.995732274,3.33220451,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.967222222,1,6,0.7,,20,60,4.472135955,7.745966692,2.995732274,4.094344562,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.919166667,1,6,0.75,,24,26,4.898979486,5.099019514,3.17805383,3.258096538,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.871111111,1,6,0.8,,,47,,6.8556546,,3.850147602,0,bed,1,expansion,pollicipes,2017_expansion,
Davenport,4/2/2017,2017,6,0.823055556,1,6,0.85,,,50,,7.071067812,,3.912023005,0,bed,1,expansion,pollicipes,2017_expansion,
Davenport,4/2/2017,2017,6,0.794222222,1,6,0.88,,32,34,5.656854249,5.830951895,3.465735903,3.526360525,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.765388889,1,6,0.91,,24,42,4.898979486,6.480740698,3.17805383,3.737669618,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.736555556,1,6,0.94,,25,36,5,6,3.218875825,3.583518938,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.707722222,1,6,0.97,,23,30,4.795831523,5.477225575,3.135494216,3.401197382,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.678888889,1,6,1,,27,32,5.196152423,5.656854249,3.295836866,3.465735903,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.650055556,1,6,1.03,,17,28,4.123105626,5.291502622,2.833213344,3.33220451,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.621222222,1,6,1.06,,17,21,4.123105626,4.582575695,2.833213344,3.044522438,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,6,0.592388889,1,6,1.09,,13,20,3.605551275,4.472135955,2.564949357,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.831818182,1,7,0.9,,24,55,4.898979486,7.416198487,3.17805383,4.007333185,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.791363636,1,7,0.95,,,69,,8.306623863,,4.234106505,0,bed,1,expansion,pollicipes,2017_expansion,
Davenport,4/2/2017,2017,7,0.750909091,1,7,1,,13,77,3.605551275,8.774964387,2.564949357,4.343805422,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.710454545,1,7,1.05,,19,85,4.358898944,9.219544457,2.944438979,4.442651256,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.67,1,7,1.1,,,104,,10.19803903,,4.644390899,0,bed,1,expansion,pollicipes,2017_expansion,
Davenport,4/2/2017,2017,7,0.645727273,1,7,1.13,,25,88,5,9.38083152,3.218875825,4.477336814,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.621454545,1,7,1.16,,22,80,4.69041576,8.94427191,3.091042453,4.382026635,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.597181818,1,7,1.19,,17,80,4.123105626,8.94427191,2.833213344,4.382026635,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.572909091,1,7,1.22,,20,51,4.472135955,7.141428429,2.995732274,3.931825633,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.548636364,1,7,1.25,,,48,,6.92820323,,3.871201011,0,bed,1,expansion,pollicipes,2017_expansion,
Davenport,4/2/2017,2017,7,0.524363636,1,7,1.28,,26,35,5.099019514,5.916079783,3.258096538,3.555348061,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.500090909,1,7,1.31,,26,20,5.099019514,4.472135955,3.258096538,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,7,0.475818182,1,7,1.34,,20,20,4.472135955,4.472135955,2.995732274,2.995732274,0,bed,1,expansion,,2017_expansion,0
Davenport,4/2/2017,2017,8,1.5,1,8,0,,19,38,4.358898944,6.164414003,2.944438979,3.63758616,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,8,1.45,1,8,0.05,,26,40,5.099019514,6.32455532,3.258096538,3.688879454,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,8,1.4,1,8,0.1,,18,50,4.242640687,7.071067812,2.890371758,3.912023005,0,bed,1,bed,,2017_bed,0
Davenport,4/2/2017,2017,8,1.35,1,8,0.15,,13,34,3.605551275,5.830951895,2.564949357,3.526360525,0,bed,1,bed,,2017_bed,0
